DOI,Composition,Alloy_or_not,Pt_or_not,Weight_ratio (wt%),N_doped (at%),pH,Current_density (mA/cm2),Overpotential (mV),Particle_size (nm)
10.1021/acssuschemeng.9b02126,Ru,0,0,1.86,0,0.3,20,109,10
10.1021/acssuschemeng.9b02126,Ru,0,0,1.86,0,14,40,105,10
10.1021/acssuschemeng.9b02126,Ru,0,0,1.86,0,0.3,10,78,10
10.1021/acssuschemeng.9b02126,Ru,0,0,1.86,0,7.4,10,69,10
10.1021/acssuschemeng.9b02126,Ru,0,0,1.86,0,14,20,59,10
10.1021/acssuschemeng.9b02126,Ru,0,0,1.86,0,14,10,31,10
10.1021/acssuschemeng.9b02126,0,0,0,0,0,0.3,10,517,0
10.1021/acssuschemeng.9b02126,0,0,0,0,0,14,10,370,0
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,0.3,100,354,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,14,100,336,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,0.3,80,316,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,14,80,289,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,0.3,60,271,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,0.3,50,244,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,14,60,239,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,0.3,40,217,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,14,50,211,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,14,40,185,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,0.3,20,152,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,14,20,118,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,0.3,10,116,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,22.4,2.3,14,10,70,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,0.3,100,300,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,0.3,80,265,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,14,100,247,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,0.3,60,229,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,14,80,210,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,0.3,50,208,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,0.3,40,186,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,14,60,169,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,14,50,148,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,0.3,20,132,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,14,40,122,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,0.3,10,94,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,14,20,68,30
10.1021/acssuschemeng.8b06745,CoRu,1,0,15.4,1.8,14,10,27,30
10.1021/acssuschemeng.8b06745,Co,0,0,18.3,1.65,0.3,40,649,30
10.1021/acssuschemeng.8b06745,Co,0,0,18.3,1.65,0.3,20,561,30
10.1021/acssuschemeng.8b06745,Co,0,0,18.3,1.65,0.3,10,484,30
10.1021/acssuschemeng.8b06745,Co,0,0,18.3,1.65,14,20,318,30
10.1021/acssuschemeng.8b06745,Co,0,0,18.3,1.65,14,10,273,30
10.1021/acsnano.8b01022,PtNiFe,1,1,7.91,1.77,14,80,391,7.3
10.1021/acsnano.8b01022,PtNiFe,1,1,7.91,1.77,14,60,317,7.3
10.1021/acsnano.8b01022,PtNiFe,1,1,7.91,1.77,14,50,276,7.3
10.1021/acsnano.8b01022,PtNiFe,1,1,7.91,1.77,14,40,233,7.3
10.1021/acsnano.8b01022,PtNiFe,1,1,7.91,1.77,14,20,136,7.3
10.1021/acsnano.8b01022,PtNiFe,1,1,7.91,1.77,14,10,83,7.3
10.1021/acsnano.8b01022,PtNiCu,1,1,7.64,1.8,14,150,360,7.3
10.1021/acsnano.8b01022,PtNiCu,1,1,7.64,1.8,14,100,260,7.3
10.1021/acsnano.8b01022,PtNiCu,1,1,7.64,1.8,14,80,216,7.3
10.1021/acsnano.8b01022,PtNiCu,1,1,7.64,1.8,14,60,172,7.3
10.1021/acsnano.8b01022,PtNiCu,1,1,7.64,1.8,14,50,150,7.3
10.1021/acsnano.8b01022,PtNiCu,1,1,7.64,1.8,14,40,125,7.3
10.1021/acsnano.8b01022,PtNiCu,1,1,7.64,1.8,14,20,68,7.3
10.1021/acsnano.8b01022,PtNiCu,1,1,7.64,1.8,14,10,38,7.3
10.1021/acsnano.8b01022,PtNiCuTb,1,1,6.36,1.89,14,100,394,7.3
10.1021/acsnano.8b01022,PtNiCuTb,1,1,6.36,1.89,14,80,346,7.3
10.1021/acsnano.8b01022,PtNiCuTb,1,1,6.36,1.89,14,60,294,7.3
10.1021/acsnano.8b01022,PtNiCuTb,1,1,6.36,1.89,14,50,264,7.3
10.1021/acsnano.8b01022,PtNiCuTb,1,1,6.36,1.89,14,40,230,7.3
10.1021/acsnano.8b01022,PtNiCuTb,1,1,6.36,1.89,14,20,146,7.3
10.1021/acsnano.8b01022,PtNiCuTb,1,1,6.36,1.89,14,10,82,7.3
10.1021/acsnano.8b01022,PtNi,1,1,14.2,1.48,14,60,391,7.2
10.1021/acsnano.8b01022,PtNi,1,1,14.2,1.48,14,50,348,7.2
10.1021/acsnano.8b01022,PtNi,1,1,14.2,1.48,14,40,304,7.2
10.1021/acsnano.8b01022,PtNi,1,1,14.2,1.48,14,20,190,7.2
10.1021/acsnano.8b01022,PtNi,1,1,14.2,1.48,14,10,118,7.2
10.1021/acsnano.8b01022,PtNiCo,1,1,10.74,1.9,14,100,367,7.2
10.1021/acsnano.8b01022,PtNiCo,1,1,10.74,1.9,14,80,306,7.2
10.1021/acsnano.8b01022,PtNiCo,1,1,10.74,1.9,14,60,246,7.2
10.1021/acsnano.8b01022,PtNiCo,1,1,10.74,1.9,14,50,215,7.2
10.1021/acsnano.8b01022,PtNiCo,1,1,10.74,1.9,14,40,184,7.2
10.1021/acsnano.8b01022,PtNiCo,1,1,10.74,1.9,14,20,112,7.2
10.1021/acsnano.8b01022,PtNiCo,1,1,10.74,1.9,14,10,69,7.2
10.1021/acsnano.8b01022,PtNiMn,1,1,9.87,1.96,14,60,397,7.2
10.1021/acsnano.8b01022,PtNiMn,1,1,9.87,1.96,14,50,344,7.2
10.1021/acsnano.8b01022,PtNiMn,1,1,9.87,1.96,14,40,288,7.2
10.1021/acsnano.8b01022,PtNiMn,1,1,9.87,1.96,14,20,161,7.2
10.1021/acsnano.8b01022,PtNiMn,1,1,9.87,1.96,14,10,90,7.2
10.1021/acsnano.8b01022,PtNiCuFe,1,1,6.16,1.82,14,150,386,7.2
10.1021/acsnano.8b01022,PtNiCuFe,1,1,6.16,1.82,14,100,280,7.2
10.1021/acsnano.8b01022,PtNiCuFe,1,1,6.16,1.82,14,80,232,7.2
10.1021/acsnano.8b01022,PtNiCuFe,1,1,6.16,1.82,14,60,182,7.2
10.1021/acsnano.8b01022,PtNiCuFe,1,1,6.16,1.82,14,50,157,7.2
10.1021/acsnano.8b01022,PtNiCuFe,1,1,6.16,1.82,14,40,131,7.2
10.1021/acsnano.8b01022,PtNiCuFe,1,1,6.16,1.82,14,20,73,7.2
10.1021/acsnano.8b01022,PtNiCuFe,1,1,6.16,1.82,14,10,40,7.2
10.1021/acsnano.8b01022,PtNiTb,1,1,11.44,1.74,14,80,431,7.1
10.1021/acsnano.8b01022,PtNiTb,1,1,11.44,1.74,14,60,367,7.1
10.1021/acsnano.8b01022,PtNiTb,1,1,11.44,1.74,14,50,333,7.1
10.1021/acsnano.8b01022,PtNiTb,1,1,11.44,1.74,14,40,293,7.1
10.1021/acsnano.8b01022,PtNiTb,1,1,11.44,1.74,14,20,194,7.1
10.1021/acsnano.8b01022,PtNiTb,1,1,11.44,1.74,14,10,126,7.1
10.1021/acsnano.8b01022,Pt,0,1,6.22,1.82,14,150,323,5.5
10.1021/acsnano.8b01022,Pt,0,1,6.22,1.82,14,100,235,5.5
10.1021/acsnano.8b01022,Pt,0,1,6.22,1.82,14,80,194,5.5
10.1021/acsnano.8b01022,Pt,0,1,6.22,1.82,14,60,155,5.5
10.1021/acsnano.8b01022,Pt,0,1,6.22,1.82,14,50,133,5.5
10.1021/acsnano.8b01022,Pt,0,1,6.22,1.82,14,40,111,5.5
10.1021/acsnano.8b01022,Pt,0,1,6.22,1.82,14,20,60,5.5
10.1021/acsnano.8b01022,Pt,0,1,6.22,1.82,14,10,30,5.5
10.1021/acsnano.8b01022,Ni,0,0,4.15,6.9,14,60,450,7.5
10.1021/acsnano.8b01022,Ni,0,0,4.15,6.9,14,50,428,7.5
10.1021/acsnano.8b01022,Ni,0,0,4.15,6.9,14,40,404,7.5
10.1021/acsnano.8b01022,Ni,0,0,4.15,6.9,14,20,345,7.5
10.1021/acsnano.8b01022,Ni,0,0,4.15,6.9,14,10,298,7.5
10.1021/acscatal.9b02305,Pt,0,1,20,0,0.3,10,42.03,3.32
10.1021/acscatal.9b02305,Pt,0,1,20,0,0.3,20,51,3.32
10.1021/acscatal.9b02305,Pt,0,1,20,0,0.3,40,63,3.32
10.1021/acscatal.9b02305,Pt,0,1,20,0,0.3,50,67,3.32
10.1021/acscatal.9b02305,Pt,0,1,20,0,0.3,100,87.4,3.32
10.1021/acscatal.9b02305,Pt,0,1,2,12.08,0.3,10,35.28,0.61
10.1021/acscatal.9b02305,Pt,0,1,2,12.08,0.3,20,43,0.61
10.1021/acscatal.9b02305,Pt,0,1,2,12.08,0.3,40,50,0.61
10.1021/acscatal.9b02305,Pt,0,1,2,12.08,0.3,50,54,0.61
10.1021/acscatal.9b02305,Pt,0,1,2,12.08,0.3,100,69,0.61
10.1021/acscatal.9b02305,Pt,0,1,1,12.08,0.3,10,47.2,0.54
10.1021/acscatal.9b02305,Pt,0,1,1,12.08,0.3,20,56,0.54
10.1021/acscatal.9b02305,Pt,0,1,1,12.08,0.3,40,68,0.54
10.1021/acscatal.9b02305,Pt,0,1,1,12.08,0.3,50,73,0.54
10.1021/acscatal.9b02305,Pt,0,1,1,12.08,0.3,100,100,0.54
10.1021/acscatal.9b02305,PtMoO,0,1,0.5,12.08,0.3,10,66.1,0.35
10.1021/acscatal.9b02305,PtMoO,0,1,0.5,12.08,0.3,20,98,0.35
10.1021/acscatal.9b02305,PtMoO,0,1,0.5,12.08,0.3,40,146,0.35
10.1021/acscatal.9b02305,PtMoO,0,1,0.5,12.08,0.3,50,164,0.35
10.1021/acscatal.9b02305,Pt,0,1,0.25,12.08,0.3,10,95.75,0.35
10.1021/acscatal.9b02305,Pt,0,1,0.25,12.08,0.3,20,141,0.35
10.1021/acscatal.7b02246,Pt,0,1,5.4,0,0,10,26,0.35
10.1021/acscatal.7b02246,Pt,0,1,5.4,0,0,20,38,0.35
10.1021/acscatal.7b02246,Pt,0,1,5.4,0,0,40,61,0.35
10.1021/acscatal.7b02246,Pt,0,1,5.4,0,0,50,71,0.35
10.1021/acscatal.7b02246,Pt,0,1,5.4,0,0,100,112,0.35
10.1021/acsami.9b20781,Pt,0,1,20.3,0,0.3,10,18.2,4.24
10.1021/acsami.9b20781,Pt,0,1,20.3,0,0.3,20,22,4.24
10.1021/acsami.9b20781,Pt,0,1,20.3,0,14,10,63,4.24
10.1021/acsami.9b20781,Pt,0,1,20.3,0,14,20,97,4.24
10.1021/acsami.9b20781,Pt,0,1,17.2,0,0.3,10,14.3,3.05
10.1021/acsami.9b20781,Pt,0,1,17.2,0,0.3,20,21,3.05
10.1021/acsami.9b20781,Pt,0,1,17.2,0,14,10,37.2,3.05
10.1021/acsami.9b20781,Pt,0,1,17.2,0,14,20,72,3.05
10.1021/acsami.9b20781,Pt,0,1,15.7,0,0.3,10,16.5,2.93
10.1021/acsami.9b20781,Pt,0,1,15.7,0,0.3,20,17,2.93
10.1021/acsami.9b20781,Pt,0,1,15.7,0,14,10,48.4,2.93
10.1021/acsami.9b20781,Pt,0,1,15.7,0,14,20,56,2.93
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,0.3,10,32,10
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,0.3,20,36.7,10
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,0.3,40,42.5,10
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,0.3,50,43.3,10
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,0.3,100,54.3,10
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,0.3,150,66,10
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,14,10,64,10
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,14,20,96,10
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,14,40,144,10
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,14,50,166,10
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,7.4,10,34.6,10
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,7.4,20,80,10
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,7.4,40,158,10
10.1021/acsami.8b20209,Pt,0,1,11.24,3.4,7.4,50,190,10
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,0.3,10,32,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,0.3,20,37.5,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,0.3,40,49,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,0.3,50,57.2,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,0.3,100,99.8,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,0.3,150,141,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,14,10,62,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,14,20,97,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,14,40,145,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,14,50,165,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,14,100,234,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,7.4,10,20,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,7.4,20,58,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,7.4,40,120,5
10.1021/acsami.8b20209,Pt,0,1,9.5,4.5,7.4,50,149,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,0.3,10,27,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,0.3,20,31,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,0.3,40,37.6,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,0.3,50,39.4,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,0.3,100,47.9,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,0.3,150,51.5,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,0.3,200,57,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,14,10,47,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,14,20,73,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,14,40,106,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,14,50,121,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,14,100,173,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,7.4,10,25,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,7.4,20,26,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,7.4,40,52,5
10.1021/acsami.8b20209,Pt,0,1,7.49,3.5,7.4,50,66,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,0.3,10,29,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,0.3,20,34.8,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,0.3,40,41.8,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,0.3,50,44.4,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,0.3,100,56.2,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,0.3,150,63.5,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,14,10,55,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,14,20,85.5,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,14,40,129.5,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,14,50,147,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,14,100,214,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,7.4,10,62,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,7.4,20,93.4,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,7.4,40,148,5
10.1021/acsami.8b20209,Pt,0,1,3.75,3.7,7.4,50,166,5
10.1021/acsami.8b20209,0,0,0,0,5,0.3,10,660,0
10.1021/acsami.8b20209,0,0,0,0,5,0.3,20,703,0
10.1021/acsami.8b20209,0,0,0,0,5,0.3,40,755,0
10.1021/acsami.8b20209,0,0,0,0,5,14,10,766,0
10.1021/acsami.8b20209,0,0,0,0,5,7.4,10,694,0
10.1021/acsami.8b00240,0,0,0,0,3.65,14,20,456,0
10.1021/acsami.8b00240,0,0,0,0,3.65,14,10,392,0
10.1021/acsami.6b03924,Pt,0,1,31.4,4.52,0.3,10,50,5
10.1021/acsami.6b03924,Pt,0,1,31.4,4.52,0.3,20,74,5
10.1021/acsami.6b03924,Pt,0,1,20.1,3.05,0.3,10,66,5
10.1021/acsami.6b03924,Pt,0,1,20.1,3.05,0.3,20,92,5
10.1021/acsami.6b03924,Pt,0,1,13.6,7.22,0.3,10,47,5
10.1021/acsami.6b03924,Pt,0,1,13.6,7.22,0.3,20,68.5,5
10.1021/acsami.6b03924,Pt,0,1,0.13,11.62,0.3,10,210,5
10.1021/acsami.6b03924,Pt,0,1,0.13,11.62,0.3,20,267,5
10.1021/acsami.6b03924,0,0,0,0,11.62,0.3,10,582,0
10.1021/acsami.6b03924,0,0,0,0,11.62,0.3,20,661,0
10.1021/acsami.6b03924,0,0,0,0,4.52,0.3,10,626,0
10.1021/acsami.6b03924,0,0,0,0,4.52,0.3,20,686,0
10.1021/acsami.6b03924,0,0,0,0,7.22,0.3,10,513,0
10.1021/acsami.6b03924,0,0,0,0,7.22,0.3,20,598,0
10.1021/acsami.6b03924,0,0,0,0,3.05,0.3,10,700,0
10.1021/acsami.6b03924,0,0,0,0,3.05,0.3,20,759,0
10.1021/acsami.1c06032,CoW,1,0,43.86,9.36,0.3,10,248.9,20
10.1021/acsami.1c06032,NiFeCoW,1,0,40.93,5.84,0.3,10,127.8,20
10.1021/acsami.1c06032,NiFeCoW,1,0,35.26,9.17,0.3,10,151.2,20
10.1021/acsami.1c06032,NiFe,1,0,24.18,10.15,0.3,10,272.9,20
10.1021/acsami.0c13836,NiFeO,0,0,10.74,0,14,100,269,10
10.1021/acsami.0c13836,NiFeO,0,0,10.74,0,14,80,246,10
10.1021/acsami.0c13836,NiFeO,0,0,10.74,0,14,60,218,10
10.1021/acsami.0c13836,NiFeO,0,0,10.74,0,14,50,205,10
10.1021/acsami.0c13836,NiFeO,0,0,10.74,0,14,40,188,10
10.1021/acsami.0c13836,NiFeO,0,0,10.74,0,14,20,152,10
10.1021/acsami.0c13836,NiFeO,0,0,10.74,0,14,10,128,10
10.1021/acs.jpcc.7b08283,PtMoO,0,1,3,0,0.3,10,69,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,3,0,0.3,20,95.7,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,3,0,0.3,40,139,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,3,0,0.3,50,157,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,1.5,0,0.3,10,66,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,1.5,0,0.3,20,90,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,1.5,0,0.3,40,129,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,1.5,0,0.3,50,146.9,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,0.5,0,0.3,10,60,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,0.5,0,0.3,20,84,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,0.5,0,0.3,40,125,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,0.5,0,0.3,50,143.5,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,0.1,0,0.3,10,61.3,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,0.1,0,0.3,20,87,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,0.1,0,0.3,40,130,0.35
10.1021/acs.jpcc.7b08283,PtMoO,0,1,0.1,0,0.3,50,149,0.35
10.1021/acs.jpcc.7b01447,Pt,0,1,1.5,12.4,0.3,10,33.9,3
10.1021/acs.jpcc.7b01447,Pt,0,1,1.5,12.4,0.3,60,50,3
10.1021/acs.jpcc.7b01447,Pt,0,1,0.95,11.2,0.3,10,15.9,3
10.1021/acs.jpcc.7b01447,Pt,0,1,0.95,11.2,0.3,60,85,3
10.1021/acs.jpcc.7b01447,Pt,0,1,0.8,9,0.3,10,16,3
10.1021/acs.jpcc.7b01447,Pt,0,1,0.8,9,0.3,60,94,3
10.1021/acs.jpcc.7b01447,Pt,0,1,0.6,8.5,0.3,10,26.4,3
10.1021/acs.jpcc.7b01447,Pt,0,1,0.6,8.5,0.3,60,123,3
10.1021/acs.jpcc.0c01043,PtFe,1,1,1.5,4.8,0.3,10,188,0.35
10.1021/acs.jpcc.0c01043,PtFe,1,1,1.5,4.8,0.3,20,262,0.35
10.1021/acs.jpcc.0c01043,PtFe,1,1,1.5,4.8,0.3,10,332,0.35
10.1021/acs.jpcc.0c01043,PtFe,1,1,1.5,4.8,0.3,20,452,0.35
10.1021/acs.jpcc.0c01043,PtFe,1,1,1.5,4.8,0.3,10,209,0.35
10.1021/acs.jpcc.0c01043,PtFe,1,1,1.5,4.8,0.3,20,315,0.35
10.1021/acs.jpcc.0c01043,PtFe,1,1,1.5,4.8,0.3,10,189,0.35
10.1021/acs.jpcc.0c01043,PtFe,1,1,1.5,4.8,0.3,20,230,0.35
10.1021/acs.jpcc.0c01043,PtFe,1,1,1.5,4.8,0.3,10,51,0.35
10.1021/acs.jpcc.0c01043,PtFe,1,1,1.5,4.8,0.3,20,93,0.35
10.1016/j.nanoen.2019.06.045,Pt,0,1,0.452,1.4,0.3,10,49.5,1
10.1016/j.nanoen.2019.06.045,Pt,0,1,0.452,1.4,0.3,20,61,1
10.1016/j.nanoen.2019.06.045,Pt,0,1,0.452,1.4,0.3,40,76,1
10.1016/j.nanoen.2019.06.045,Pt,0,1,0.452,1.4,0.3,50,81,1
10.1016/j.nanoen.2019.06.045,Pt,0,1,0.452,1.4,0.3,100,105,1
10.1016/j.nanoen.2019.06.045,Pt,0,1,0.323,0.68,0.3,10,43.9,0.35
10.1016/j.nanoen.2019.06.045,Pt,0,1,0.323,0.68,0.3,20,52,0.35
10.1016/j.nanoen.2019.06.045,Pt,0,1,0.323,0.68,0.3,40,64,0.35
10.1016/j.nanoen.2019.06.045,Pt,0,1,0.323,0.68,0.3,50,69.5,0.35
10.1016/j.nanoen.2019.06.045,Pt,0,1,0.323,0.68,0.3,100,90.5,0.35
10.1016/j.nanoen.2017.07.032,Pt,0,1,3.6,12.4,1,10,57,3.2
10.1016/j.nanoen.2017.07.032,Pt,0,1,3.6,12.4,1,20,103,3.2
10.1016/j.nanoen.2017.07.032,Pt,0,1,3.6,12.4,1,40,192,3.2
10.1016/j.nanoen.2017.07.032,Pt,0,1,3.6,12.4,1,50,236,3.2
10.1016/j.nanoen.2017.07.032,Pt,0,1,3.6,12.4,1,60,278,3.2
10.1016/j.jssc.2018.03.030,PtCo,1,1,24.83,0,13,10,370,7.5
10.1016/j.jssc.2018.03.030,PtCo,1,1,19.65,0,13,10,280,7.5
10.1016/j.jssc.2018.03.030,Pt,0,1,46,0,13,10,470,3.5
10.1016/j.jpowsour.2018.09.006,PtNi,1,1,10.11,4.3,14,100,220,6
10.1016/j.jpowsour.2018.09.006,PtNi,1,1,10.11,4.3,14,80,202,6
10.1016/j.jpowsour.2018.09.006,PtNi,1,1,10.11,4.3,14,60,177,6
10.1016/j.jpowsour.2018.09.006,PtNi,1,1,10.11,4.3,14,50,159,6
10.1016/j.jpowsour.2018.09.006,PtNi,1,1,10.11,4.3,14,40,139,6
10.1016/j.jpowsour.2018.09.006,PtNi,1,1,10.11,4.3,14,20,79,6
10.1016/j.jpowsour.2018.09.006,PtNi,1,1,10.11,4.3,14,10,42,6
10.1016/j.jelechem.2018.05.013,PtPd,1,1,6.95,37.69,0.3,10,29,2.5
10.1016/j.jelechem.2018.05.013,PtPd,1,1,6.95,37.69,0.3,20,38,2.5
10.1016/j.jelechem.2018.05.013,PtPd,1,1,6.95,37.69,0.3,40,45,2.5
10.1016/j.jelechem.2018.05.013,PtPd,1,1,6.95,37.69,0.3,50,48,2.5
10.1016/j.jelechem.2018.05.013,PtPd,1,1,6.95,37.69,0.3,60,50.5,2.5
10.1016/j.jelechem.2018.05.013,PtPd,1,1,6.95,37.69,14,10,46,2.5
