DOI,Composition,Alloy_or_not,Pt_or_not,Weight_ratio (wt%),N_doped (at%),pH,Current_density (mA/cm2),Overpotential (mV),Particle_size (nm)
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,0.3,60,100,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,0.3,50,94,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,14,80,91,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,0.3,40,87,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,7.4,40,86,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,14,60,76,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,14,50,69,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,0.3,20,67,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,14,40,59,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,7.4,20,57,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,0.3,10,44,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,7.4,10,39,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,14,20,34,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,4.43,0,14,10,14,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,0.3,80,176,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,7.4,60,174,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,0.3,60,164,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,7.4,50,162,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,0.3,50,157,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,14,100,152,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,7.4,40,148,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,0.3,40,148,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,14,80,138,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,14,60,124,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,0.3,20,120,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,14,50,114,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,7.4,20,107,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,14,40,104,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,0.3,10,93,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,14,20,71,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,7.4,10,68,3.5
10.1016/j.cej.2020.128047,CoRu,1,0,2.05,0,14,10,43,3.5
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,7.4,20,185,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,0.3,100,141,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,0.3,80,133,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,7.4,10,129,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,14,100,125,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,0.3,60,122,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,0.3,50,115,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,14,80,111,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,0.3,40,107,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,14,60,95,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,14,50,86,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,0.3,20,85,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,14,40,74,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,0.3,10,65,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,14,20,45,3
10.1016/j.cej.2020.128047,Ru,0,0,1.01,0,14,10,22,3
10.1016/j.cattod.2019.04.043,CuPd,1,0,7.5,0,0.3,10,145,5.2
10.1016/j.cattod.2019.04.043,Pd,0,0,5.6,0,0.3,10,63,5.2
10.1016/j.carbon.2020.08.047,NiCo,1,0,4.19,1.6,14,60,735,12.5
10.1016/j.carbon.2020.08.047,NiCo,1,0,4.19,1.6,14,50,671,12.5
10.1016/j.carbon.2020.08.047,NiCo,1,0,4.19,1.6,14,40,598,12.5
10.1016/j.carbon.2020.08.047,NiCo,1,0,4.19,1.6,14,20,445,12.5
10.1016/j.carbon.2020.08.047,NiCo,1,0,4.19,1.6,14,10,355,12.5
10.1016/j.carbon.2020.08.047,NiCoS,0,0,12.03,4.39,14,60,406,12.5
10.1016/j.carbon.2020.08.047,NiCoS,0,0,12.03,4.39,14,50,372,12.5
10.1016/j.carbon.2020.08.047,NiCoS,0,0,12.03,4.39,14,40,338,12.5
10.1016/j.carbon.2020.08.047,NiCoS,0,0,12.03,4.39,14,20,262,12.5
10.1016/j.carbon.2020.08.047,NiCoS,0,0,12.03,4.39,14,10,198,12.5
10.1016/j.carbon.2017.01.085,NiFe,1,0,48.02,5.62,0.3,20,295,40
10.1016/j.carbon.2017.01.085,NiFe,1,0,48.02,5.62,0.3,10,248,40
10.1016/j.carbon.2016.12.004,PtPd,1,1,17.66,8.7,0.3,20,167,10
10.1016/j.carbon.2016.12.004,PtPd,1,1,16.63,10.7,0.3,20,75,10
10.1016/j.carbon.2016.12.004,PtPd,1,1,16.63,10.7,0.3,10,58,10
10.1016/j.carbon.2016.12.004,PtPd,1,1,12.15,9.7,0.3,20,89,10
10.1016/j.carbon.2016.12.004,PtPd,1,1,12.15,9.7,0.3,10,74,10
10.1016/j.carbon.2016.12.004,PtPd,1,1,11.54,10.8,0.3,20,116,10
10.1016/j.carbon.2016.12.004,PtPd,1,1,11.54,10.8,0.3,10,85,10
10.1016/j.apsusc.2020.147786,CoNi,1,0,9.92,7.86,13,50,230,10
10.1016/j.apsusc.2020.147786,CoNi,1,0,9.92,7.86,13,40,210,10
10.1016/j.apsusc.2020.147786,CoNi,1,0,9.92,7.86,13,20,169,10
10.1016/j.apsusc.2020.147786,CoNi,1,0,9.92,7.86,13,10,130,10
10.1016/j.apsusc.2020.147786,CoNi,1,0,7.16,8.62,13,50,364,10
10.1016/j.apsusc.2020.147786,CoNi,1,0,7.16,8.62,13,40,360,10
10.1016/j.apsusc.2020.147786,CoNi,1,0,7.16,8.62,13,20,340,10
10.1016/j.apsusc.2020.147786,CoNi,1,0,7.16,8.62,13,10,313,10
10.1016/j.apsusc.2020.147786,CoNi,1,0,4.79,6.97,13,20,440,10
10.1016/j.apsusc.2020.147786,CoNi,1,0,4.79,6.97,13,10,394,10
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,4.34,14.5,100,391,29.6
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,4.34,14.5,80,358,29.6
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,4.34,14.5,60,323,29.6
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,4.34,14.5,50,303,29.6
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,4.34,14.5,40,283,29.6
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,4.34,14.5,20,230,29.6
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,4.34,14.5,10,186,29.6
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,9.88,14.3,100,341,23.3
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,9.88,14.3,80,307,23.3
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,9.88,14.3,60,269,23.3
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,9.88,14.3,50,248,23.3
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,9.88,14.3,40,225,23.3
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,9.88,14.3,20,166,23.3
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,9.88,14.3,10,120,23.3
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,10.93,14,100,358,13.8
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,10.93,14,80,325,13.8
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,10.93,14,60,292,13.8
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,10.93,14,50,271,13.8
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,10.93,14,40,249,13.8
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,10.93,14,20,193,13.8
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,10.93,14,10,147,13.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,1.63,7.4,60,632,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,1.63,7.4,50,586,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,1.63,7.4,40,535,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,1.63,0.3,60,405,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,1.63,7.4,20,405,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,1.63,0.3,50,385,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,1.63,0.3,40,365,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,1.63,14,20,330,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,1.63,7.4,10,326,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,1.63,0.3,20,319,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,1.63,14,10,289,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,1.63,0.3,10,284,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,7.4,60,545,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,7.4,50,502,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,7.4,40,453,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,14,60,358,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,0.3,60,354,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,14,50,337,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,0.3,50,327,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,7.4,20,327,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,14,40,312,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,0.3,40,302,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,14,20,255,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,7.4,10,241,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,0.3,20,239,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,14,10,206,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,0.87,0.3,10,200,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,7.4,60,418,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,7.4,50,374,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,7.4,40,328,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,14,60,276,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,0.3,60,267,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,14,50,264,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,14,40,253,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,0.3,50,251,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,0.3,40,234,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,7.4,20,228,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,14,20,220,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,0.3,20,192,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,14,10,190,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,0.3,10,165,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,2.53,7.4,10,163,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,7.4,60,261,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,7.4,50,234,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,7.4,40,210,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,14,60,197,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,14,50,192,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,14,40,186,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,14,20,163,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,7.4,20,150,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,0.3,60,147,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,0.3,50,141,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,0.3,40,135,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,14,10,130,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,0.3,20,117,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,7.4,10,110,4.8
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,1.89,0.3,10,100,4.8
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,17.36,13,200,319,30
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,17.36,13,150,294,30
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,17.36,13,100,265,30
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,17.36,13,80,249,30
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,17.36,13,60,232,30
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,17.36,13,50,222,30
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,17.36,13,40,214,30
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,17.36,13,20,183,30
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,17.36,13,10,157,30
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,7.4,100,518,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,7.4,80,458,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,7.4,60,377,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,0.3,250,357,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,0.3,200,325,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,7.4,50,322,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,0.3,150,294,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,14,250,290,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,7.4,40,263,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,14,200,254,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,0.3,100,252,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,0.3,80,234,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,14,150,214,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,0.3,60,212,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,0.3,50,200,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,0.3,40,185,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,14,100,168,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,7.4,20,150,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,0.3,20,149,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,14,80,147,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,14,60,123,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,0.3,10,119,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,14,50,112,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,14,40,96,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,7.4,10,90,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,14,20,60,10
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,2.24,14,10,38,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,7.4,40,693,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,7.4,20,458,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,0.3,250,362,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,14,250,338,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,0.3,200,338,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,0.3,150,311,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,14,200,305,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,0.3,100,278,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,14,150,268,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,0.3,80,263,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,7.4,10,254,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,0.3,60,245,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,0.3,50,231,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,14,100,223,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,0.3,40,220,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,14,80,201,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,0.3,20,181,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,14,60,177,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,14,50,160,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,0.3,10,150,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,14,40,147,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,14,20,103,10
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,1.66,14,10,67,10
10.1002/smll.201903395,CoCu,1,0,6.13,2.72,14,50,450,11.35
10.1002/smll.201903395,CoCu,1,0,6.13,2.72,14,10,270,11.35
10.1002/smll.201903395,CoFe,1,0,5.92,2.05,14,50,420,10.95
10.1002/smll.201903395,CoFe,1,0,5.92,2.05,14,10,250,10.95
10.1002/smll.201903395,CoNi,1,0,4.28,1.5,14,100,410,10.57
10.1002/smll.201903395,CoNi,1,0,4.28,1.5,14,50,340,10.57
10.1002/smll.201903395,CoNi,1,0,4.28,1.5,14,10,240,10.57
10.1002/smll.201903395,CoMn,1,0,2.9,1.15,14,50,540,10.27
10.1002/smll.201903395,CoMn,1,0,2.9,1.15,14,10,330,10.27
10.1002/smll.201903395,Co,0,0,3.11,1.95,14,50,410,11.4
10.1002/smll.201903395,Co,0,0,3.11,1.95,14,10,300,11.4
10.1002/chem.201900320,Pt,0,1,0.07,0,0.3,10,34.8,3
10.1002/chem.201900320,Pt,0,1,0.07,0,0.3,20,47.2,3
10.1002/cctc.201901601,NiPt,1,1,6.69,3.4,14,60,513,19.3
10.1002/cctc.201901601,FeCo,1,0,7.31,3.4,14,60,450,34.2
10.1002/cctc.201901601,FeCo,1,0,7.31,3.4,14,50,441,34.2
10.1002/cctc.201901601,FeCo,1,0,7.31,3.4,14,40,434,34.2
10.1002/cctc.201901601,FeCo,1,0,7.31,3.4,14,20,408,34.2
10.1002/cctc.201901601,FeCo,1,0,7.31,3.4,14,10,380,34.2
10.1002/cctc.201901601,FeCo,1,0,6.69,3.4,14,50,499,19.3
10.1002/cctc.201901601,FeCo,1,0,6.69,3.4,14,40,482,19.3
10.1002/cctc.201901601,FeCo,1,0,6.69,3.4,14,20,439,19.3
10.1002/cctc.201901601,FeCo,1,0,6.69,3.4,14,10,398,19.3
10.1002/cctc.201901601,FeCo,1,0,8.74,3.4,14,60,553,18
10.1002/cctc.201901601,FeCo,1,0,8.74,3.4,14,50,545,18
10.1002/cctc.201901601,FeCo,1,0,8.74,3.4,14,40,534,18
10.1002/cctc.201901601,FeCo,1,0,8.74,3.4,14,20,497,18
10.1002/cctc.201901601,FeCo,1,0,8.74,3.4,14,10,458,18
10.1002/cctc.201901601,FeCo,1,0,9.87,3.4,14,60,519,15.6
10.1002/cctc.201901601,FeCo,1,0,9.87,3.4,14,50,510,15.6
10.1002/cctc.201901601,FeCo,1,0,9.87,3.4,14,40,499,15.6
10.1002/cctc.201901601,FeCo,1,0,9.87,3.4,14,20,463,15.6
10.1002/cctc.201901601,FeCo,1,0,9.87,3.4,14,10,425,15.6
10.1002/anie.202013047,NiMo,1,0,100,0,13,10,56,10
10.1002/anie.202013047,NiMo,1,0,100,0,14,10,42,10
10.1002/adfm.202001756,Pt,0,1,10.2,0,0.3,50,50,2
10.1002/adfm.202001756,Pt,0,1,10.2,0,0.3,40,45.2,2
10.1002/adfm.202001756,Pt,0,1,10.2,0,0.3,20,34.6,2
10.1002/adfm.202001756,Pt,0,1,10.2,0,0.3,10,28.27,2
10.1002/adfm.202306340,PtMo,1,1,27.24,17.83,0.3,10,35,2.7
10.1002/adfm.202306340,PtMo,1,1,27.24,17.83,0.3,20,43,2.7
10.1002/adfm.202306340,PtMo,1,1,27.24,17.83,0.3,50,52,2.7
10.1002/adfm.202306340,PtMo,1,1,27.24,17.83,0.3,100,63,2.7
10.1002/adfm.202306340,PtMo,1,1,27.24,17.83,14,10,35,2.7
10.1002/adfm.202306340,PtMo,1,1,27.24,17.83,14,20,43,2.7
10.1002/adfm.202306340,PtMo,1,1,27.24,17.83,14,50,57,2.7
10.1002/adfm.202306340,PtMo,1,1,27.24,17.83,14,100,80,2.7
10.1002/adfm.202306340,Pt,0,1,14.3,17.83,0.3,10,65,3
10.1002/adfm.202306340,Pt,0,1,14.3,17.83,0.3,20,73,3
10.1002/adfm.202306340,Pt,0,1,14.3,17.83,0.3,50,85,3
10.1002/adfm.202306340,Pt,0,1,14.3,17.83,0.3,100,98,3
10.1002/adfm.202306340,Pt,0,1,14.3,17.83,14,10,83,3
10.1002/adfm.202306340,Pt,0,1,14.3,17.83,14,20,91,3
10.1002/adfm.202306340,Pt,0,1,14.3,17.83,14,50,103,3
10.1002/adfm.202306340,Pt,0,1,14.3,17.83,14,100,125,3
10.1002/adma.202303030,Pt3Fe,1,1,11.3,16.3,0.3,10,12,2
10.1002/adma.202303030,Pt3Fe,1,1,11.3,16.3,0.3,20,18,2
10.1002/adma.202303030,Pt3Fe,1,1,11.3,16.3,0.3,40,27,2
10.1002/adma.202303030,Pt3Fe,1,1,11.3,16.3,7.4,10,45,2
10.1002/adma.202303030,Pt3Fe,1,1,11.3,16.3,7.4,20,121,2
10.1002/adma.202303030,Pt3Fe,1,1,11.3,16.3,14,10,29,2
10.1002/adma.202303030,Pt3Fe,1,1,11.3,16.3,14,20,55,2
10.1002/adma.202303030,Pt3Fe,1,1,11.3,16.3,14,40,91,2
10.1002/smll.202400240,Pt3Fe,1,1,15.16,31.17,14,10,8,9.63
10.1002/smll.202400240,Pt3Fe,1,1,15.16,31.17,14,20,46,9.63
10.1002/smll.202400240,Pt3Fe,1,1,15.16,31.17,14,30,66,9.63
10.1002/smll.202400240,Pt3Fe,1,1,15.16,31.17,14,40,103,9.63
10.1002/smll.202400240,Pt3Fe,1,1,15.16,31.17,14,50,139,9.63
10.1002/smll.202309819,PtRhNiFeCu,1,1,24,0,14,10,12,3.53
10.1002/smll.202309819,PtRhNiFeCu,1,1,24,0,14,20,17,3.53
10.1002/smll.202309819,PtRhNiFeCu,1,1,24,0,14,50,31,3.53
10.1002/smll.202309819,PtRhNiFeCu,1,1,24,0,14,100,50,3.53
